activity_dag,activity_count,event_count,over_max_event,lead_time,activity_sequence,oid,work_time,start_at,resource_count
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','357060000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','30','2940000','1970-01-04T03:17:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>>InternRepair*>InternRepair**>InternRepair>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','13','false','281880000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>InternRepair>InternRepair>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','300','113820000','1970-01-04T06:12:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','1061340000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','301','16680000','1970-01-04T13:59:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','45960000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','302','9360000','1970-01-05T20:09:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','1363440000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','303','14520000','1970-01-03T15:12:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','694860000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','304','27180000','1970-01-06T18:59:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','32100000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','305','5940000','1970-01-04T09:24:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','673680000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','306','19140000','1970-01-02T15:04:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','274140000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','307','84540000','1970-01-02T13:50:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','997680000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','308','16200000','1970-01-07T19:10:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','417000000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','309','10500000','1970-01-04T19:47:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','131160000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','31','10140000','1970-01-02T12:04:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','325260000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','310','15240000','1970-01-04T02:54:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','572460000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','311','114000000','1970-01-04T09:01:00+09:00','3'
'FirstContact>InformClientWrongPlace*','2','2','false','0','FirstContact>InformClientWrongPlace','312','0','1970-01-06T05:15:00+09:00','1'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','61920000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','313','10380000','1970-01-02T12:03:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','311700000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','314','33240000','1970-01-03T11:54:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','334380000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','315','17520000','1970-01-07T13:43:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','325140000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','316','16620000','1970-01-01T23:02:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','92340000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','317','16260000','1970-01-02T03:10:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>>InternRepair*>InternRepair**>InternRepair>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','13','false','392160000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>InternRepair>InternRepair>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','318','92460000','1970-01-02T21:49:00+09:00','5'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','928860000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','319','33000000','1970-01-06T09:03:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','620460000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','32','3360000','1970-01-07T21:03:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','44820000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','320','18780000','1970-01-05T06:38:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','95580000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','321','19860000','1970-01-08T02:15:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','321060000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','322','10200000','1970-01-08T05:03:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','42240000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','323','15720000','1970-01-05T18:39:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','794100000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','324','19560000','1970-01-04T02:03:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>>InternRepair*>InternRepair**>InternRepair>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','13','false','151440000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>InternRepair>InternRepair>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','325','66960000','1970-01-05T05:23:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','955320000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','326','47640000','1970-01-07T01:52:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','28080000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','327','10260000','1970-01-03T04:37:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','247020000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','328','17580000','1970-01-03T06:03:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','37440000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','329','23460000','1970-01-05T10:17:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','212460000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','33','28920000','1970-01-02T22:22:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','97260000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','330','10320000','1970-01-04T21:47:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','201360000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','331','17640000','1970-01-06T04:13:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','197640000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','332','32280000','1970-01-02T14:56:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','461160000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','333','17940000','1970-01-08T00:39:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','885120000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','334','16920000','1970-01-08T06:20:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','486840000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','335','15840000','1970-01-05T05:10:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','11','11','false','73140000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','336','9540000','1970-01-02T14:47:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','54180000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','337','2640000','1970-01-02T12:30:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','11','11','false','589500000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','338','17700000','1970-01-04T06:33:00+09:00','5'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','40440000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','339','26940000','1970-01-03T19:44:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','389400000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','34','9900000','1970-01-04T06:00:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','711600000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','340','18240000','1970-01-07T23:14:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','74880000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','341','17520000','1970-01-04T12:19:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','71760000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','342','49320000','1970-01-04T19:08:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','169380000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','343','19080000','1970-01-02T17:51:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','138480000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','344','13920000','1970-01-08T00:10:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','742080000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','345','16620000','1970-01-05T01:37:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','78900000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','346','10860000','1970-01-06T07:13:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>>InternRepair*>InternRepair**>InternRepair>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','13','false','910920000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>InternRepair>InternRepair>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','347','63240000','1970-01-07T15:07:00+09:00','5'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','646560000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','348','10140000','1970-01-05T08:56:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','731640000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','349','14280000','1970-01-07T06:34:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','11','11','false','69660000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','35','17280000','1970-01-04T10:42:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','11','11','false','383460000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>ExternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','350','9600000','1970-01-07T16:26:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','81900000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','351','12120000','1970-01-05T00:11:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','46080000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','352','18420000','1970-01-01T09:49:00+09:00','3'
'FirstContact>InformClientWrongPlace*','2','2','false','0','FirstContact>InformClientWrongPlace','353','0','1970-01-06T20:50:00+09:00','1'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','88860000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','354','71520000','1970-01-06T12:35:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','164400000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','355','19140000','1970-01-01T22:08:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','293640000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','356','33300000','1970-01-07T10:40:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','1053840000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','357','15420000','1970-01-06T17:42:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','612420000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ExternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','358','10260000','1970-01-05T23:09:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','470220000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','359','15900000','1970-01-05T19:54:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','11','11','false','84420000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','36','46560000','1970-01-03T06:34:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','533040000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','360','61380000','1970-01-07T12:54:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','80580000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','361','10920000','1970-01-04T19:28:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','352560000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','362','10080000','1970-01-05T16:16:00+09:00','3'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady*','10','10','false','336960000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>InternRepair>RepairReady>SendTicketToFinAdmin>ReadyInformClient>TicketReady','363','18540000','1970-01-04T01:31:00+09:00','4'
'FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady*','10','10','false','172860000','FirstContact>MakeTicket>ArrangeSurvey>InformClientSurvey>Survey>ImmediateRepair>RepairReady>ReadyInformClient>SendTicketToFinAdmin>TicketReady','364','10500000','1970-01-05T00:47:00+09:00','3'
